CustomerID,Segment,Recency,Frequency,Monetary,Product_Variety,Avg_Days_Between_Purchases,Is_UK,Country
13786.0,Lost / Low Value,367,1,148.8,6,0.0,1,United Kingdom
13787.0,Occasional / At Risk,76,2,231.55,20,11.56,1,United Kingdom
13790.0,Hibernating,4,1,236.84,37,0.0,1,United Kingdom
13792.0,Occasional / At Risk,66,2,183.05,12,20.09090909090909,1,United Kingdom
13798.0,Champions (VIP),8,24,2138.11,32,6.155172413793103,1,United Kingdom
13799.0,Occasional / At Risk,117,2,649.06,30,4.944444444444445,1,United Kingdom
13800.0,Hibernating,310,1,486.62,31,0.0,1,United Kingdom
13801.0,Hibernating,67,1,247.1,18,0.0,1,United Kingdom
13802.0,Loyal Customers,139,3,1068.52,32,5.40625,1,United Kingdom
13803.0,Hibernating,255,1,277.07,17,0.0,1,United Kingdom
13804.0,Loyal Customers,31,7,2256.49,111,2.194915254237288,1,United Kingdom
13806.0,Hibernating,64,1,218.13000000000002,9,0.0,1,United Kingdom
13807.0,Lost / Low Value,367,1,80.8,5,0.0,1,United Kingdom
13808.0,Loyal Customers,6,5,1115.66,55,1.5423728813559323,1,United Kingdom
13809.0,Lost / Low Value,305,1,60.300000000000004,4,0.0,0,Cyprus
13810.0,Loyal Customers,29,2,609.16,26,1.037037037037037,0,Germany
13812.0,Loyal Customers,42,3,452.1,30,2.1,0,Germany
13813.0,Loyal Customers,40,4,1050.26,49,1.5833333333333333,0,Germany
13814.0,Loyal Customers,92,2,1334.22,32,0.9183673469387755,0,Germany
13815.0,Loyal Customers,22,4,3007.46,122,1.8853503184713376,0,Germany
13816.0,Loyal Customers,24,2,420.42,21,1.8636363636363635,0,Germany
13817.0,Occasional / At Risk,29,2,328.98,19,15.333333333333334,0,Germany
13819.0,Hibernating,302,3,624.75,22,0.75,1,United Kingdom
13821.0,Hibernating,145,2,321.89,49,2.1272727272727274,1,United Kingdom
13822.0,Loyal Customers,6,2,454.8,85,0.39325842696629215,1,United Kingdom
13823.0,Loyal Customers,19,2,683.36,28,2.607142857142857,1,United Kingdom
13824.0,Loyal Customers,33,5,1171.86,29,7.128205128205129,1,United Kingdom
13826.0,Lost / Low Value,176,1,102.30000000000001,6,0.0,1,United Kingdom
13827.0,Loyal Customers,58,3,237.65,69,1.131578947368421,1,United Kingdom
13828.0,Hibernating,22,1,168.45,12,0.0,1,United Kingdom
13831.0,Loyal Customers,16,4,522.63,49,3.68,1,United Kingdom
13832.0,Lost / Low Value,19,1,52.199999999999996,3,0.0,1,United Kingdom
13833.0,Hibernating,159,1,225.45,19,0.0,1,United Kingdom
13835.0,Loyal Customers,25,4,692.37,43,4.042553191489362,1,United Kingdom
13837.0,Occasional / At Risk,212,2,221.59,16,6.625,1,United Kingdom
13838.0,Loyal Customers,6,4,510.67,130,2.442953020134228,1,United Kingdom
13842.0,Champions (VIP),59,9,2555.65,123,1.8666666666666667,1,United Kingdom
13844.0,Hibernating,11,1,345.12,19,0.0,1,United Kingdom
13845.0,Lost / Low Value,65,1,157.86,6,0.0,1,United Kingdom
13846.0,Loyal Customers,25,3,733.16,47,7.304347826086956,1,United Kingdom
13849.0,Loyal Customers,52,2,1325.55,84,1.3837209302325582,1,United Kingdom
13850.0,Hibernating,129,1,1478.98,87,0.0,1,United Kingdom
13851.0,Loyal Customers,96,3,1536.08,69,2.6805555555555554,1,United Kingdom
13853.0,Hibernating,57,1,547.3000000000001,17,0.0,1,United Kingdom
13854.0,Champions (VIP),9,24,2557.92,24,5.852459016393443,1,United Kingdom
13856.0,Occasional / At Risk,169,3,120.3,9,3.888888888888889,1,United Kingdom
13858.0,Lost / Low Value,57,1,182.67,9,0.0,1,United Kingdom
13859.0,Hibernating,326,1,172.76000000000002,25,0.0,1,United Kingdom
13860.0,Champions (VIP),1,5,1106.93,53,1.2878787878787878,1,United Kingdom
13862.0,Champions (VIP),18,8,2131.96,95,2.325925925925926,1,United Kingdom
13863.0,Hibernating,248,1,264.88,18,0.0,1,United Kingdom
13865.0,Occasional / At Risk,58,4,437.81,24,8.884615384615385,1,United Kingdom
13866.0,Lost / Low Value,74,1,145.67000000000002,7,0.0,1,United Kingdom
13867.0,Loyal Customers,31,3,709.54,42,4.065217391304348,1,United Kingdom
13868.0,Hibernating,39,1,428.37,29,0.0,1,United Kingdom
13869.0,Loyal Customers,123,4,2446.95,205,0.8897338403041825,1,United Kingdom
13870.0,Champions (VIP),2,8,1713.04,76,3.064516129032258,1,United Kingdom
13871.0,Champions (VIP),23,13,5070.75,131,1.055350553505535,1,United Kingdom
13873.0,Occasional / At Risk,120,3,324.05,17,10.555555555555555,1,United Kingdom
13874.0,Hibernating,358,1,247.45000000000002,14,0.0,1,United Kingdom
13875.0,Loyal Customers,54,5,1477.82,72,2.610526315789474,1,United Kingdom
13876.0,Lost / Low Value,64,1,98.80000000000001,6,0.0,1,United Kingdom
13877.0,Lost / Low Value,86,1,17.4,1,0.0,1,United Kingdom
13878.0,Hibernating,55,1,1021.98,27,0.0,1,United Kingdom
13880.0,Champions (VIP),21,13,2927.18,113,2.2913907284768213,1,United Kingdom
13881.0,Champions (VIP),18,13,2902.56,41,4.323529411764706,1,United Kingdom
13882.0,Loyal Customers,3,5,686.34,38,1.4090909090909092,1,United Kingdom
13883.0,Loyal Customers,11,5,2176.33,94,1.9918032786885247,1,United Kingdom
13884.0,Loyal Customers,7,4,670.45,41,5.2075471698113205,1,United Kingdom
13885.0,Hibernating,189,2,390.2,24,0.4782608695652174,1,United Kingdom
13886.0,Hibernating,71,1,218.56,14,0.0,1,United Kingdom
13887.0,Hibernating,204,1,293.95,16,0.0,1,United Kingdom
13888.0,Loyal Customers,120,2,496.02,32,3.09375,1,United Kingdom
13889.0,Hibernating,93,1,416.90000000000003,15,0.0,1,United Kingdom
13890.0,Champions (VIP),1,10,1807.46,71,3.4,1,United Kingdom
13892.0,Occasional / At Risk,27,4,410.01,20,11.0,1,United Kingdom
13893.0,Lost / Low Value,298,1,195.70000000000002,9,0.0,1,United Kingdom
13894.0,Occasional / At Risk,24,2,430.55,23,12.478260869565217,1,United Kingdom
13895.0,Loyal Customers,28,4,2144.67,91,1.2710280373831775,1,United Kingdom
13897.0,Hibernating,50,1,311.16,17,0.0,1,United Kingdom
13898.0,Lost / Low Value,326,1,138.93,11,0.0,1,United Kingdom
13899.0,Occasional / At Risk,16,2,337.52,18,15.176470588235293,1,United Kingdom
13900.0,Hibernating,193,2,553.95,35,2.0,1,United Kingdom
13901.0,Loyal Customers,72,5,2365.83,122,1.9523809523809523,1,United Kingdom
13904.0,Occasional / At Risk,37,2,332.64,24,10.28,1,United Kingdom
13908.0,Loyal Customers,80,4,1948.9,94,1.790909090909091,1,United Kingdom
13911.0,Loyal Customers,144,8,1872.71,106,1.3442622950819672,1,United Kingdom
13914.0,Loyal Customers,12,2,604.83,26,0.8333333333333334,1,United Kingdom
13917.0,Occasional / At Risk,50,2,252.14000000000001,15,8.875,1,United Kingdom
13918.0,Occasional / At Risk,50,2,565.1,24,8.869565217391305,1,United Kingdom
13919.0,Occasional / At Risk,59,2,331.86,22,2.5833333333333335,0,Denmark
13922.0,Lost / Low Value,352,1,81.6,4,0.0,1,United Kingdom
13923.0,Hibernating,54,1,317.63,18,0.0,1,United Kingdom
13924.0,Champions (VIP),2,6,1544.05,74,0.7171717171717171,1,United Kingdom
13925.0,Loyal Customers,93,4,411.1,21,1.6153846153846154,1,United Kingdom
13926.0,Lost / Low Value,23,1,150.10000000000002,8,0.0,1,United Kingdom
13927.0,Hibernating,75,1,348.99,21,0.0,1,United Kingdom
13928.0,Occasional / At Risk,11,4,336.47,17,6.15,1,United Kingdom
13929.0,Occasional / At Risk,169,2,285.45,7,26.166666666666668,1,United Kingdom
13930.0,Occasional / At Risk,58,2,337.34,15,4.9375,1,United Kingdom
13931.0,Loyal Customers,96,2,956.13,54,3.3636363636363638,1,United Kingdom
13932.0,Lost / Low Value,295,1,195.8,10,0.0,1,United Kingdom
13933.0,Hibernating,109,2,576.99,22,1.8571428571428572,1,United Kingdom
13934.0,Hibernating,264,1,818.65,28,0.0,1,United Kingdom
13936.0,Hibernating,180,1,369.74,25,0.0,1,United Kingdom
13937.0,Lost / Low Value,169,1,128.25,8,0.0,1,United Kingdom
13938.0,Lost / Low Value,35,1,71.66,7,0.0,1,United Kingdom
13939.0,Occasional / At Risk,23,3,466.37,36,7.783783783783784,1,United Kingdom
13940.0,Loyal Customers,17,4,648.5600000000001,33,3.3421052631578947,1,United Kingdom
13941.0,Occasional / At Risk,22,5,1389.88,13,15.26086956521739,1,United Kingdom
13946.0,Occasional / At Risk,79,3,57.33,5,47.0,1,United Kingdom
13947.0,Lost / Low Value,65,1,90.6,5,0.0,1,United Kingdom
13948.0,Lost / Low Value,361,1,70.19999999999999,2,0.0,1,United Kingdom
13949.0,Champions (VIP),3,6,2119.84,120,0.6133333333333333,1,United Kingdom
13950.0,Occasional / At Risk,11,4,437.65999999999997,24,9.791666666666666,1,United Kingdom
13951.0,Loyal Customers,176,3,504.09000000000003,32,3.806451612903226,1,United Kingdom
13952.0,Loyal Customers,218,2,2300.81,94,0.20192307692307693,1,United Kingdom
13953.0,Occasional / At Risk,7,2,265.68,7,9.0,1,United Kingdom
13954.0,Occasional / At Risk,2,2,307.82,19,3.8333333333333335,1,United Kingdom
13955.0,Occasional / At Risk,154,2,239.31,29,5.392857142857143,1,United Kingdom
13956.0,Loyal Customers,5,5,671.39,105,2.1451612903225805,1,United Kingdom
13959.0,Loyal Customers,79,3,508.59000000000003,76,3.3294117647058825,1,United Kingdom
13960.0,Occasional / At Risk,21,2,230.22,11,4.545454545454546,1,United Kingdom
13962.0,Occasional / At Risk,22,2,82.1,6,44.8,1,United Kingdom
13963.0,Loyal Customers,308,4,469.02,27,2.269230769230769,1,United Kingdom
13967.0,Lost / Low Value,146,1,35.7,1,0.0,1,United Kingdom
13969.0,Champions (VIP),7,18,6473.63,311,0.6497277676950998,1,United Kingdom
13971.0,Champions (VIP),19,8,2502.56,109,1.963235294117647,1,United Kingdom
13972.0,Occasional / At Risk,71,2,174.35,14,10.076923076923077,1,United Kingdom
13973.0,Lost / Low Value,287,1,186.75,9,0.0,1,United Kingdom
13974.0,Hibernating,49,1,413.59000000000003,28,0.0,1,United Kingdom
13975.0,Champions (VIP),31,6,2224.15,229,0.7777777777777778,1,United Kingdom
13976.0,Lost / Low Value,207,1,227.96,7,0.0,1,United Kingdom
13978.0,Occasional / At Risk,15,2,132.53,10,3.1,1,United Kingdom
13979.0,Hibernating,73,1,869.87,54,0.0,1,United Kingdom
13980.0,Lost / Low Value,60,1,116.78,8,0.0,1,United Kingdom
13982.0,Loyal Customers,39,4,1424.6,67,3.227722772277228,1,United Kingdom
13983.0,Loyal Customers,40,9,1277.8,82,3.5934065934065935,1,United Kingdom
13984.0,Occasional / At Risk,27,4,277.43,12,30.90909090909091,1,United Kingdom
13985.0,Champions (VIP),4,15,6863.2300000000005,106,0.7580174927113703,1,United Kingdom
13986.0,Hibernating,17,1,186.06,10,0.0,1,United Kingdom
13988.0,Champions (VIP),20,6,3170.07,157,1.2239583333333333,1,United Kingdom
13989.0,Occasional / At Risk,66,2,462.21,22,6.214285714285714,1,United Kingdom
13990.0,Hibernating,213,1,292.58,15,0.0,1,United Kingdom
13991.0,Loyal Customers,12,6,720.84,57,1.7945205479452055,1,United Kingdom
13992.0,Lost / Low Value,30,1,76.8,5,0.0,1,United Kingdom
13993.0,Loyal Customers,43,8,2127.26,48,3.6455696202531644,1,United Kingdom
13994.0,Champions (VIP),4,6,2002.19,111,1.0820895522388059,1,United Kingdom
13995.0,Loyal Customers,15,5,1308.99,52,2.875,1,United Kingdom
13999.0,Champions (VIP),10,12,3506.81,95,1.8186528497409327,1,United Kingdom
14000.0,Lost / Low Value,211,1,262.2,8,0.0,1,United Kingdom
14001.0,Occasional / At Risk,46,3,828.0,23,13.12,1,United Kingdom
14002.0,Hibernating,134,2,368.59999999999997,35,0.6470588235294118,1,United Kingdom
14004.0,Loyal Customers,43,7,2921.96,77,1.856060606060606,1,United Kingdom
14005.0,Loyal Customers,10,5,1242.9,47,3.433333333333333,1,United Kingdom
14006.0,Occasional / At Risk,116,3,503.6,17,8.208333333333334,1,United Kingdom
14009.0,Hibernating,198,2,646.8100000000001,39,0.18421052631578946,1,United Kingdom
14012.0,Hibernating,278,1,328.8,11,0.0,1,United Kingdom
14013.0,Occasional / At Risk,110,3,435.58,28,5.32258064516129,1,United Kingdom
14014.0,Hibernating,77,1,304.42,27,0.0,1,United Kingdom
14015.0,Hibernating,53,1,607.62,15,0.0,1,United Kingdom
14016.0,Loyal Customers,162,4,2642.62,126,1.4961832061068703,0,EIRE
14019.0,Loyal Customers,47,3,991.01,34,1.6140350877192982,1,United Kingdom
14020.0,Loyal Customers,17,2,573.86,32,2.1818181818181817,1,United Kingdom
14021.0,Occasional / At Risk,155,3,495.7,19,5.611111111111111,1,United Kingdom
14022.0,Hibernating,225,1,396.8,25,0.0,1,United Kingdom
14023.0,Occasional / At Risk,7,2,540.77,28,8.678571428571429,1,United Kingdom
14024.0,Hibernating,122,2,298.45,14,0.23076923076923078,1,United Kingdom
14027.0,Lost / Low Value,61,1,104.82,6,0.0,1,United Kingdom
14029.0,Occasional / At Risk,63,2,315.66,12,7.363636363636363,1,United Kingdom
14030.0,Champions (VIP),18,8,1594.7,190,1.5963302752293578,1,United Kingdom
14031.0,Champions (VIP),7,16,6164.41,98,2.18562874251497,1,United Kingdom
14032.0,Champions (VIP),2,11,2173.0099999999998,47,3.111111111111111,1,United Kingdom
14034.0,Loyal Customers,22,3,343.84,73,1.8,1,United Kingdom
14035.0,Loyal Customers,29,5,876.07,37,4.981481481481482,1,United Kingdom
14036.0,Hibernating,285,1,451.25,28,0.0,1,United Kingdom
14037.0,Occasional / At Risk,176,2,139.25,26,7.230769230769231,1,United Kingdom
14038.0,Loyal Customers,78,3,1560.38,64,1.4175824175824177,1,United Kingdom
14039.0,Lost / Low Value,33,1,82.6,5,0.0,1,United Kingdom
14040.0,Champions (VIP),41,12,1910.76,120,1.7218934911242603,1,United Kingdom
14041.0,Hibernating,266,1,141.41,21,0.0,1,United Kingdom
14044.0,Loyal Customers,27,4,532.12,158,1.4292929292929293,1,United Kingdom
14046.0,Lost / Low Value,284,1,44.309999999999995,8,0.0,1,United Kingdom
14047.0,Occasional / At Risk,9,4,580.2,12,21.41176470588235,1,United Kingdom
14048.0,Hibernating,305,1,399.85,82,0.0,1,United Kingdom
14049.0,Champions (VIP),17,4,4584.74,316,0.6919540229885057,1,United Kingdom
14050.0,Loyal Customers,32,2,746.36,49,1.4150943396226414,1,United Kingdom
14051.0,Champions (VIP),1,23,10378.01,48,2.1785714285714284,1,United Kingdom
14052.0,Hibernating,20,1,173.66,51,0.0,1,United Kingdom
14053.0,Lost / Low Value,160,1,41.75,2,0.0,1,United Kingdom
14054.0,Lost / Low Value,65,1,92.46,6,0.0,1,United Kingdom
14055.0,Lost / Low Value,106,1,149.14,6,0.0,1,United Kingdom
14056.0,Champions (VIP),1,23,5869.21,297,0.29571577847439917,1,United Kingdom
14057.0,Champions (VIP),24,15,4100.97,158,1.4340425531914893,1,United Kingdom
14059.0,Lost / Low Value,267,1,132.6,7,0.0,1,United Kingdom
14060.0,Champions (VIP),5,16,2591.62,62,2.5,1,United Kingdom
14062.0,Champions (VIP),10,9,2289.89,44,6.826923076923077,1,United Kingdom
14064.0,Loyal Customers,29,5,783.75,56,3.5,1,United Kingdom
14066.0,Lost / Low Value,267,1,114.3,6,0.0,1,United Kingdom
14067.0,Hibernating,64,2,275.04,45,0.75,1,United Kingdom
14068.0,Hibernating,320,1,248.85000000000002,20,0.0,1,United Kingdom
14071.0,Champions (VIP),4,8,988.91,247,0.9125874125874126,1,United Kingdom
14073.0,Hibernating,32,1,151.04,13,0.0,1,United Kingdom
14075.0,Loyal Customers,5,3,728.54,30,6.945945945945946,1,United Kingdom
14076.0,Hibernating,129,1,101.72,42,0.0,1,United Kingdom
14077.0,Occasional / At Risk,41,5,354.05,29,6.5,1,United Kingdom
14078.0,Loyal Customers,102,6,936.7199999999999,44,4.459016393442623,1,United Kingdom
14079.0,Lost / Low Value,125,1,147.25,8,0.0,1,United Kingdom
14080.0,Lost / Low Value,33,1,45.599999999999994,4,0.0,1,United Kingdom
14081.0,Hibernating,302,2,682.15,113,0.5114503816793893,1,United Kingdom
14082.0,Hibernating,365,1,127.05,25,0.0,1,United Kingdom
14083.0,Champions (VIP),4,8,820.1,149,2.279503105590062,1,United Kingdom
14085.0,Champions (VIP),2,18,3838.85,254,0.8776978417266187,1,United Kingdom
14087.0,Hibernating,3,1,185.17,60,0.0,1,United Kingdom
14088.0,Champions (VIP),10,12,15700.62,204,1.0684931506849316,1,United Kingdom
14089.0,Lost / Low Value,57,1,111.05,11,0.0,1,United Kingdom
14092.0,Champions (VIP),8,14,3874.81,108,1.755,1,United Kingdom
14093.0,Hibernating,12,1,411.9,93,0.0,1,United Kingdom
14096.0,Champions (VIP),4,17,36019.84,909,0.021975532396918896,1,United Kingdom
14098.0,Hibernating,37,1,147.35,21,0.0,1,United Kingdom
14099.0,Champions (VIP),16,11,2668.76,153,1.4759825327510918,1,United Kingdom
14100.0,Hibernating,138,1,144.25,21,0.0,1,United Kingdom
14101.0,Lost / Low Value,295,1,2.95,2,0.0,1,United Kingdom
14102.0,Loyal Customers,5,5,563.48,32,0.8666666666666667,1,United Kingdom
14104.0,Lost / Low Value,166,1,69.71,17,0.0,1,United Kingdom
14105.0,Hibernating,239,1,1089.14,65,0.0,1,United Kingdom
14107.0,Loyal Customers,52,7,2413.2200000000003,54,2.8454545454545452,1,United Kingdom
14108.0,Loyal Customers,31,2,544.36,30,2.3666666666666667,1,United Kingdom
14109.0,Lost / Low Value,73,1,144.2,9,0.0,1,United Kingdom
14110.0,Champions (VIP),37,10,2927.37,88,1.7164179104477613,1,United Kingdom
14111.0,Occasional / At Risk,96,2,63.3,3,73.0,1,United Kingdom
14112.0,Loyal Customers,23,6,2505.16,106,1.7569444444444444,1,United Kingdom
14113.0,Occasional / At Risk,4,4,619.02,24,13.0,1,United Kingdom
14114.0,Lost / Low Value,331,1,195.13,11,0.0,1,United Kingdom
14116.0,Loyal Customers,20,5,1091.04,55,1.619047619047619,1,United Kingdom
14117.0,Lost / Low Value,144,1,90.0,3,0.0,1,United Kingdom
14121.0,Champions (VIP),4,4,2370.56,130,0.4028776978417266,1,United Kingdom
14125.0,Loyal Customers,11,3,2376.73,142,0.46258503401360546,1,United Kingdom
14126.0,Hibernating,11,1,183.4,9,0.0,1,United Kingdom
14127.0,Occasional / At Risk,123,3,503.01,29,6.266666666666667,1,United Kingdom
14128.0,Loyal Customers,61,2,625.0,39,4.431818181818182,1,United Kingdom
14129.0,Loyal Customers,2,5,1077.06,30,5.285714285714286,1,United Kingdom
14130.0,Hibernating,319,1,360.46,58,0.0,1,United Kingdom
14132.0,Champions (VIP),2,11,2714.17,88,1.0647058823529412,1,United Kingdom
14133.0,Occasional / At Risk,130,3,499.28999999999996,22,8.08695652173913,1,United Kingdom
14135.0,Champions (VIP),2,15,2849.29,76,3.435185185185185,1,United Kingdom
14138.0,Loyal Customers,2,2,965.8800000000001,40,1.3777777777777778,1,United Kingdom
14139.0,Hibernating,46,1,278.28,21,0.0,1,United Kingdom
14140.0,Loyal Customers,4,2,913.18,58,0.4444444444444444,1,United Kingdom
14141.0,Loyal Customers,3,4,902.38,26,2.710526315789474,1,United Kingdom
14142.0,Hibernating,373,1,280.95,19,0.0,1,United Kingdom
14143.0,Lost / Low Value,134,1,64.8,4,0.0,1,United Kingdom
14146.0,Champions (VIP),9,5,3054.55,166,1.8563829787234043,1,United Kingdom
14147.0,Occasional / At Risk,78,2,61.8,2,207.0,1,United Kingdom
14148.0,Lost / Low Value,234,1,29.700000000000003,2,0.0,1,United Kingdom
14149.0,Hibernating,221,1,421.12,27,0.0,1,United Kingdom
14150.0,Occasional / At Risk,36,2,584.74,22,14.08695652173913,1,United Kingdom
14152.0,Loyal Customers,75,2,602.57,46,3.382978723404255,1,United Kingdom
14154.0,Hibernating,239,2,682.92,40,0.0,1,United Kingdom
14155.0,Lost / Low Value,266,1,118.75,6,0.0,1,United Kingdom
14156.0,Champions (VIP),10,41,18276.11,519,0.3888213851761847,0,EIRE
14157.0,Occasional / At Risk,20,2,404.73,44,6.045454545454546,1,United Kingdom
14158.0,Hibernating,40,1,397.38,36,0.0,1,United Kingdom
14159.0,Champions (VIP),20,11,4426.01,489,0.2964563526361279,1,United Kingdom
14161.0,Loyal Customers,216,3,878.02,77,1.6559139784946237,1,United Kingdom
14162.0,Occasional / At Risk,174,2,198.11,21,5.95,1,United Kingdom
14163.0,Loyal Customers,87,4,1051.6100000000001,24,5.066666666666666,1,United Kingdom
14164.0,Hibernating,81,1,374.4,17,0.0,1,United Kingdom
14165.0,Lost / Low Value,276,1,82.19,20,0.0,1,United Kingdom
14167.0,Occasional / At Risk,39,4,512.84,24,6.636363636363637,1,United Kingdom
14171.0,Hibernating,98,1,308.44,54,0.0,1,United Kingdom
14173.0,Occasional / At Risk,11,4,222.34,23,9.5,1,United Kingdom
14174.0,Hibernating,33,1,124.51,25,0.0,1,United Kingdom
14175.0,Loyal Customers,60,3,2177.5,112,2.25,1,United Kingdom
14176.0,Loyal Customers,297,4,517.2,25,2.5925925925925926,1,United Kingdom
14177.0,Loyal Customers,86,4,450.77,28,3.0,1,United Kingdom
14178.0,Champions (VIP),9,7,1446.49,181,0.5723684210526315,1,United Kingdom
14179.0,Loyal Customers,41,2,548.67,124,0.08391608391608392,1,United Kingdom
14180.0,Champions (VIP),11,25,1779.8200000000002,60,3.62,1,United Kingdom
14184.0,Hibernating,67,1,245.59,15,0.0,1,United Kingdom
14185.0,Lost / Low Value,331,1,12.75,1,0.0,1,United Kingdom
14188.0,Loyal Customers,31,6,1763.8600000000001,32,4.827586206896552,1,United Kingdom
14189.0,Champions (VIP),2,15,3787.7400000000002,155,1.605263157894737,1,United Kingdom
14191.0,Champions (VIP),2,13,4273.1,130,0.9201680672268907,1,United Kingdom
14193.0,Occasional / At Risk,68,2,737.15,32,5.45945945945946,1,United Kingdom
14194.0,Champions (VIP),5,21,9440.61,219,0.608,1,United Kingdom
14196.0,Lost / Low Value,107,1,73.72,3,0.0,1,United Kingdom
14198.0,Occasional / At Risk,18,4,504.6,28,7.620689655172414,1,United Kingdom
14199.0,Lost / Low Value,218,1,10.2,1,0.0,1,United Kingdom
14201.0,Occasional / At Risk,60,7,522.64,27,10.310344827586206,1,United Kingdom
14204.0,Hibernating,2,1,128.16,34,0.0,1,United Kingdom
14205.0,Occasional / At Risk,17,2,288.2,16,16.533333333333335,1,United Kingdom
14206.0,Hibernating,239,1,302.65999999999997,19,0.0,1,United Kingdom
14208.0,Lost / Low Value,95,1,101.14,7,0.0,1,United Kingdom
14209.0,Loyal Customers,11,6,1098.55,37,5.649122807017544,1,United Kingdom
14210.0,Loyal Customers,106,6,1616.1200000000001,55,3.057471264367816,1,United Kingdom
14211.0,Loyal Customers,53,9,1761.15,76,2.4948453608247423,1,United Kingdom
14214.0,Loyal Customers,31,5,938.14,61,3.9206349206349205,1,United Kingdom
14215.0,Loyal Customers,12,6,1650.47,91,3.57,1,United Kingdom
14216.0,Loyal Customers,3,4,1082.66,36,0.7906976744186046,1,United Kingdom
14217.0,Champions (VIP),2,17,1253.13,49,5.7936507936507935,1,United Kingdom
14218.0,Hibernating,43,1,169.48000000000002,12,0.0,1,United Kingdom
14219.0,Lost / Low Value,4,1,73.44,6,0.0,1,United Kingdom
14220.0,Occasional / At Risk,247,2,510.72,20,5.842105263157895,1,United Kingdom
14221.0,Champions (VIP),42,9,2655.95,103,1.822085889570552,1,United Kingdom
14222.0,Hibernating,177,1,576.5,37,0.0,1,United Kingdom
14223.0,Loyal Customers,92,3,736.5600000000001,39,3.909090909090909,1,United Kingdom
14224.0,Loyal Customers,110,4,645.21,87,2.3076923076923075,1,United Kingdom
14226.0,Loyal Customers,30,4,1256.49,51,4.615384615384615,1,United Kingdom
14227.0,Champions (VIP),26,9,2897.32,101,1.72,1,United Kingdom
14229.0,Occasional / At Risk,52,3,757.8,22,9.724137931034482,1,United Kingdom
14231.0,Loyal Customers,184,3,793.26,43,2.3333333333333335,1,United Kingdom
14232.0,Loyal Customers,43,5,1630.66,71,2.336842105263158,1,United Kingdom
14233.0,Occasional / At Risk,49,4,916.9200000000001,28,8.933333333333334,1,United Kingdom
14234.0,Loyal Customers,22,4,706.92,119,0.24647887323943662,1,United Kingdom
14235.0,Loyal Customers,75,5,1505.34,50,3.189655172413793,1,United Kingdom
14236.0,Occasional / At Risk,81,2,302.64,12,26.545454545454547,1,United Kingdom
14237.0,Lost / Low Value,373,1,77.45,5,0.0,1,United Kingdom
14238.0,Lost / Low Value,326,1,96.2,6,0.0,1,United Kingdom
14239.0,Champions (VIP),43,11,1996.75,72,2.904255319148936,1,United Kingdom
14240.0,Loyal Customers,30,2,745.14,33,5.571428571428571,1,United Kingdom
14241.0,Lost / Low Value,184,1,213.70000000000002,10,0.0,1,United Kingdom
14242.0,Occasional / At Risk,235,2,219.25,10,7.583333333333333,1,United Kingdom
14243.0,Champions (VIP),9,10,2205.13,82,3.051282051282051,1,United Kingdom
14245.0,Loyal Customers,220,2,1516.7,95,0.4631578947368421,1,United Kingdom
14246.0,Loyal Customers,111,3,1293.0,51,2.0454545454545454,1,United Kingdom
14247.0,Lost / Low Value,278,1,104.12,16,0.0,1,United Kingdom
14248.0,Lost / Low Value,318,1,98.58,7,0.0,1,United Kingdom
14250.0,Loyal Customers,7,3,1823.13,89,0.780952380952381,1,United Kingdom
14251.0,Champions (VIP),2,5,1796.8200000000002,32,0.8615384615384616,1,United Kingdom
14256.0,Hibernating,260,2,738.0600000000001,40,2.5365853658536586,1,United Kingdom
14257.0,Loyal Customers,64,5,2451.6,79,2.702127659574468,1,United Kingdom
14258.0,Champions (VIP),9,9,2439.26,25,9.371428571428572,1,United Kingdom
14259.0,Lost / Low Value,142,1,104.1,4,0.0,1,United Kingdom
14261.0,Hibernating,79,1,633.79,32,0.0,1,United Kingdom
14262.0,Champions (VIP),8,8,2337.11,86,1.6934306569343065,1,United Kingdom
14264.0,Occasional / At Risk,155,2,177.17000000000002,6,15.166666666666666,1,United Kingdom
14265.0,Hibernating,109,2,333.43,20,2.0526315789473686,0,Unspecified
14267.0,Loyal Customers,163,3,940.44,20,2.3902439024390243,1,United Kingdom
14270.0,Hibernating,332,1,341.65000000000003,22,0.0,1,United Kingdom
14271.0,Lost / Low Value,226,1,92.42,9,0.0,1,United Kingdom
14272.0,Occasional / At Risk,74,2,330.2,26,7.24,1,United Kingdom
14273.0,Occasional / At Risk,51,4,559.97,22,6.821428571428571,1,United Kingdom
14276.0,Loyal Customers,99,3,1042.49,49,3.183333333333333,1,United Kingdom
14277.0,Loyal Customers,15,3,2830.32,160,1.0883977900552486,0,France
14280.0,Lost / Low Value,197,1,92.63999999999999,6,0.0,1,United Kingdom
14282.0,Champions (VIP),3,15,2651.88,66,2.716417910447761,1,United Kingdom
14284.0,Loyal Customers,31,2,505.3,21,2.074074074074074,1,United Kingdom
14285.0,Occasional / At Risk,21,4,368.78000000000003,10,12.916666666666666,1,United Kingdom
14286.0,Loyal Customers,24,3,3926.34,205,0.8488372093023255,1,United Kingdom
14287.0,Occasional / At Risk,8,2,159.35,8,27.142857142857142,1,United Kingdom
14288.0,Hibernating,213,1,306.0,14,0.0,1,United Kingdom
14289.0,Occasional / At Risk,9,6,508.06,22,11.708333333333334,1,United Kingdom
14290.0,Loyal Customers,11,5,1983.2,82,3.763440860215054,1,United Kingdom
